title,score,synopsis,genres,episodes,characters
Full Moon wo Sagashite,60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Action, Sci-Fi",24.39,"Alisa Bannings, Nanoha Takamachi, Suzuka Tsukimura, Amy Limietta, Lindy Harlaown, Alicia Testarossa, Fate Testarossa, Kyouya Takamachi, Chrono Harlaown, Arf, Yuuno Scrya, Miyuki Takamachi, Shinobu Tsukimura, Noel K. Ehrlichkeit, Farin K. Ehrlichkeit, Shirou Takamachi, Precia Testarossa, Momoko Takamachi, Bardiche, Raising Heart"
Aa! Megami-sama!,69,Historia atrapante y bien ejecutada. Repetiría sin dudar (69.0).,"Adventure, Comedy, Fantasy",74.27,"Shigure Takimi, Sanosuke Sagara, Kenshin Himura, Gentatsu Takatsuki, Toki Takatsuki, Hajime Saitou, Yahiko Myojin, Kaoru Kamiya, Suzume Gensai, Aritomo Yamagata, Toshiyoshi Kawaji, Ayame Gensai, Sadashirou Kajiki"
Scrapped Princess,73,Excelente experiencia; animación y banda sonora destacadas (73.0).,"Action, Horror, Mystery, Romance, Supernatural",48.55,Kei Ogata
Tsubasa Chronicle,78,Gran equilibrio entre acción y desarrollo de personajes (78.0).,"Action, Drama, Mystery, Sci-Fi",13.15,"Jing, Kir"
Mahou Shoujo Lyrical Nanoha A's,72,Excelente experiencia; animación y banda sonora destacadas (72.0).,"Comedy, Drama, Fantasy, Mystery",43.95,"Ethan Pelerin, Lady Mad-thane, Alex Row, Claus Valca, Vincent Alzey, Mullin Shetland, Hurricane Hawk, Lavie Head, Sophia Forrester, Alvis E. Hamilton, Tatiana Wisła, Alister Agrew, Wina Lightning, Delphine Eraclea, Holly Mad-thane, Anthony Kostabi, Ralph Wednesday, Hamilcar Valca, Dio Eraclea, Dunya Scheer, Lucciola, Charles Knowles, Henry Knowles, Gale Frank, Georges Head"
Black Cat,80,Historia atrapante y bien ejecutada. Repetiría sin dudar (80.0).,"Action, Drama, Sports",1.31,"Kyou Souma, Kagura Souma, Hatori Souma, Tooru Honda, Mitsuru, Kisa Souma, Yuki Souma, Motoko Minagawa, Shigure Souma, Ritsu Souma, Hatsuharu Souma, Momiji Souma, Ayame Souma, Akito Souma, Hiro Souma, Megumi Hanajima, Kazuma Souma, Saki Hanajima, Kyouko Honda, Arisa Uotani, Mine Kuramae, Kana Souma, Momo Souma, Minami Kinoshita, Rika Aida"
Saiyuuki RELOAD,60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Adventure, Fantasy, Romance",1.0,"Ethan Pelerin, Lady Mad-thane, Alex Row, Claus Valca, Vincent Alzey, Mullin Shetland, Hurricane Hawk, Lavie Head, Sophia Forrester, Alvis E. Hamilton, Tatiana Wisła, Alister Agrew, Wina Lightning, Delphine Eraclea, Holly Mad-thane, Anthony Kostabi, Ralph Wednesday, Hamilcar Valca, Dio Eraclea, Dunya Scheer, Lucciola, Charles Knowles, Henry Knowles, Gale Frank, Georges Head"
Pia Carrot e Youkoso!! 2 DX,56,Excelente experiencia; animación y banda sonora destacadas (56.0).,"Comedy, Drama, Ecchi, Romance",1.19,"Ai Amano, Youta Moteuchi, Moemi Hayakawa, Takashi Niimai, Gokuraku no Aruji, Rolex"
Green Green,80,Sorprendente de principio a fin; superó mis expectativas (80.0).,"Action, Psychological, Sci-Fi",13.58,"Chrno, Aion, Ewan Remington, Joshua Christopher, Mary Magdalene, Rosette Christopher, Koushaku Duffau, Sister Anna, Azmaria Hendric, Florette Harvenheit, Satella Harvenheit, Kate Valentine, Shader, Genai, Edward Hamilton, Shishaku Lerajie, Rizelle, Carv, Narrator"
Re: Cutie Honey,83,Excelente experiencia; animación y banda sonora destacadas (83.0).,"Action, Drama, Sci-Fi",52.26,"Masamichi Fujisawa, Ifurita, Katsuhiko Jinnai, Rune Venus, Diva, Alielle Relrye, Miz Mishtal, Makoto Mizuhara, Nanami Jinnai, Shayla Shayla, Afura Mann, Uura"
Kidou Senshi Gundam,80,Muy recomendado: ritmo sólido y personajes entrañables (80.0).,"Adventure, Fantasy, Romance",26.07,"Jusenkyou Guide, Ryouga Hibiki, Ranma Saotome, Soun Tendou, Nabiki Tendou, Akane Tendou, Kasumi Tendou, Genma Saotome, Shampoo, Tatewaki Kunou, Toufuu Ono, Kodachi Kunou, Mizu Kake Baa-san, Kin Ono"
Initial D THIRD STAGE,59,Excelente experiencia; animación y banda sonora destacadas (59.0).,"Comedy, Drama, Ecchi, Romance, Sci-Fi",5.95,"Chihaya Yamase, Haruaki Akai, Kuriko Kazetsubaki, Kazumi Matsuda, Sayumi Morisaki, Raika Naruo, Shino Akai, Elizabeth, Yuna Miyama, Rin Kamishiro, Kaori Iba, Kazuki Shikimori, Yukihiko Nakamaru, Mitsuhiro Uki, Karei Hirosaki, Takashi Yamaguchi"
R.O.D -THE TV-,79,Historia atrapante y bien ejecutada. Repetiría sin dudar (79.0).,"Comedy, Hentai, Romance",49.55,"Kou  Uraki, South Burning, Alpha A. Bate, Eiphar Synapse, Nina Purpleton, Chap Adel, Aiguille Delaz, Bernard Monsha, Chuck Keith, Anavel Gato, Cima Garahau, Bask Om, Mora Boscht, Haman Karn, Jamitov Hymen"
D.C.: Da Capo,64,Muy recomendado: ritmo sólido y personajes entrañables (64.0).,"Comedy, Romance, Slice of Life",25.96,"Soprano, Choutarou, Nezumi Kid, Clyde, Shiine, Muura Maasa, Chacha, Piisuke, Urara, Mosuke, Elizabeth, Dorothy, Oyuki, Mary, Ka Zandan, Pikapon, Mayachon, Rascal, Sorges, Yordas, Haideyansu, Genius, Marine, Barabaraman, GauGau"
Boukyaku no Senritsu,61,Excelente experiencia; animación y banda sonora destacadas (61.0).,"Adventure, Comedy, Mecha, Sci-Fi",26.67,"Yzak Joule, Yolan Kent, Shinn Asuka, Haro, Murrue Ramius, Athrun Zala, Kira Yamato, Natarle Badgiruel, Stella Loussier, Lacus Clyne, Meer Campbell, Arthur Trine, Yuna Roma Seiran, Bart Heim, Lunamaria Hawke, Malik Yardbirds, Mars Symeon, Sting Oakley, Rey Za Burrel, Rau Le Creuset, Miriallia Haw, Meyrin Hawke, Mu La Flaga, Hilda Harken, Abbey Windsor"
Words Worth,86,Muy recomendado: ritmo sólido y personajes entrañables (86.0).,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",6.94,"Kousei Shimazaki, Maiku Kamishiro, Koishi Herikawa, Ichigo Morino, Kei Kusanagi, Miina Miyafuji, Karen Onodera, Kaede Misumi, Yuuka Yashiro, Tsubaki Oribe, Mizuho Kazami, Marie, Haruko Shidou, Matagu Shidou"
School Rumble,60,Historia atrapante y bien ejecutada. Repetiría sin dudar (60.0).,"Drama, Mecha, Sci-Fi",25.52,"Tomohisa Harada, Mugiyama Sayoki, Manon Asakura, Kenichi Kurokawa, Sakura Sakurada, Mikura Suzuki, Asami Igarashi, Kazuto, Aya, Tanishi, Mao, Baba, Akudou, Aiko Hasegawa, Hosokawa, Kira, Leon, Hiroshi Otokawa, Misaki"
Black Cat,65,Gran equilibrio entre acción y desarrollo de personajes (65.0).,"Action, Adventure, Comedy, Fantasy",23.74,"Kaoruko Ichijou, Lala Hinagiku, Lulu Hinagiku, Sumireko Ichijou, Souju Shirogane, Koi Chigusa, Sara Shirogane, Nozomu Futami, Keisuke Kosaka, Ui Chigusa, Ai Momoi, Kira Sakurazuki, Yura Sakurazuki, Mai Momoi"
Shin Kidou Senki Gundam Wing: Endless Waltz,67,Sorprendente de principio a fin; superó mis expectativas (67.0).,"Comedy, Romance, Supernatural",3.11,"Shigure Takimi, Sanosuke Sagara, Kenshin Himura, Gentatsu Takatsuki, Toki Takatsuki, Hajime Saitou, Yahiko Myojin, Kaoru Kamiya, Suzume Gensai, Aritomo Yamagata, Toshiyoshi Kawaji, Ayame Gensai, Sadashirou Kajiki"
Rurouni Kenshin: Meiji Kenkaku Romantan,64,Excelente experiencia; animación y banda sonora destacadas (64.0).,"Adventure, Drama, Mecha, Sci-Fi",12.8,"Mutsumi Otohime, Naru Narusegawa, Keitarou Urashima, Nyamo Naamo, Motoko Aoyama, Kaolla Suu, Shinobu Maehara, Sachiyo Matsumoto, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Mitsune Konno, Haruka Urashima, Seta Noriyasu, Emi Ichikawa, Mei Narusegawa, Kentarou Sakata, Masayuki Haitani, Kikuko Onoue"
Maburaho,67,Sorprendente de principio a fin; superó mis expectativas (67.0).,"Action, Drama, Romance, Supernatural",178.26,"Soprano, Choutarou, Nezumi Kid, Clyde, Shiine, Muura Maasa, Chacha, Piisuke, Urara, Mosuke, Elizabeth, Dorothy, Oyuki, Mary, Ka Zandan, Pikapon, Mayachon, Rascal, Sorges, Yordas, Haideyansu, Genius, Marine, Barabaraman, GauGau"
Kidou Butouden G Gundam,66,Excelente experiencia; animación y banda sonora destacadas (66.0).,"Action, Drama, Mecha, Sci-Fi",13.28,"Reo Mouri, Hotaru Imai, Narumi Anjo, Persona, Nonoko Ogasawara, Youichi Hijiri, Sumire Shouda, Noda, Misaki, Natsume Hyuuga, Mikan Sakura, Kaname Sonou, Misaki Harada, Mr. Bear, Shuuichi Sakurano, Kokoro Yome, Jinno, Subaru Imai, Yuu Tobita, Anna Umenomiya, Wakako Usami, Ruka Nogi, Tsubasa Andou, Kitsuneme, Yura Otonashi"
Gakuen Alice,61,Gran equilibrio entre acción y desarrollo de personajes (61.0).,"Action, Drama, Horror, Sci-Fi, Supernatural",27.48,"Kouhei Oguri, Takumi Kusaka, Yosuke Kadomatsu, Masayuki Kikuchi, Saburou Umezu"
Yakitate!! Japan,88,Historia atrapante y bien ejecutada. Repetiría sin dudar (88.0).,"Action, Comedy, Drama, Fantasy, Mecha, Romance",12.76,"Togusa, Batou, Daisuke Aramaki, Nakamura, Motoko Kusanagi, Ishikawa, Project 2501"
Kidou Senshi Gundam: Gyakushuu no Char,53,Gran equilibrio entre acción y desarrollo de personajes (53.0).,"Adventure, Fantasy, Hentai",25.53,"Bart Garsus, Duelo McFile, Buzam A. Calessa, Ezra Vieil, Jura Basil Elden, Parfet Balblair, Meia Gisborn, Paiway Underberg, Barnette Orangello, Hibiki Tokai, Dita Liebely, Rabat, Pyoro, Gascogne Rheingau, Misty Cornwell, Magno Vivian"
AIR,84,Gran equilibrio entre acción y desarrollo de personajes (84.0).,"Adventure, Comedy, Drama, Fantasy, Romance",25.5,"Kogoro Katsura, Kenshin Himura, Toshizo Hijikata, Shinsaku Takasugi, Enishi Yukishiro, Tomoe Yukishiro, Hajime Saitou, Seijuurou Hiko, Souji Okita, Isami Kondo, Tatsumi, Iizuka"
Shinpi no Sekai El Hazard 2,75,Historia atrapante y bien ejecutada. Repetiría sin dudar (75.0).,"Adventure, Comedy, Drama, Fantasy, Romance",12.52,"Miki Moriya, Yurika Meno, Shizuka Masuda, Akane Mizuhara, Haruki Mukasa, Ryou Mizuhara, Emiho Mutsu"
Shingetsutan Tsukihime,85,Excelente experiencia; animación y banda sonora destacadas (85.0).,"Comedy, Slice of Life",4.96,"Moses, Aston Collins, Joel Goldschmidt VI, Haji, Van Argiano, Phillip Rosenberg, Lulu, Nathan Mahler, Gudrif, Mao Jahana, Karman, Grigori Efimovich Rasputin, Monique, Clara, Gin, Amshel Goldsmith, Kaori Kinjou, Min, Irène, Diva, Riku Miyagusuku, Akihiro Okamura, David, James Ironside, Kai Miyagusuku"
Shin Seiki Evangelion,60,Historia atrapante y bien ejecutada. Repetiría sin dudar (60.0).,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",23.76,"Kyou Souma, Kagura Souma, Hatori Souma, Tooru Honda, Mitsuru, Kisa Souma, Yuki Souma, Motoko Minagawa, Shigure Souma, Ritsu Souma, Hatsuharu Souma, Momiji Souma, Ayame Souma, Akito Souma, Hiro Souma, Megumi Hanajima, Kazuma Souma, Saki Hanajima, Kyouko Honda, Arisa Uotani, Mine Kuramae, Kana Souma, Momo Souma, Minami Kinoshita, Rika Aida"
Initial D SECOND STAGE,60,Sorprendente de principio a fin; superó mis expectativas (60.0).,"Action, Mecha, Sci-Fi",12.39,"Maeda no Haha, Mechazawa Beta, Takeshi Hokuto, Takashi Kamiyama, Shinichi Mechazawa, Akira Maeda, Gerotan, Hokuto no Kobun, Pootan, Shinjirou Hayashida, Yutaka Takenouchi, Noboru Yamaguchi, Masked Takenouchi, Kiichi Fujimoto, Pootan no Aibo, Freddie, Narrator, Di Gi Charat, Petite Charat, Pyocola Analogue III, Hiromi Gou"
Ai Yori Aoshi,66,Sorprendente de principio a fin; superó mis expectativas (66.0).,"Action, Drama, Horror, Mystery, Supernatural",1.0,"Taiko Koizumi, Amagumo, Makoto Kawazu, Tamehiko Kawano, Kanta Mizuno, Natsuko Kawaguchi, Mariko, Mitsuru Koidemizu, Haruo Kawaguchi, Akio Kawaguchi, Mugenya, Junko Asagiri, Stryker, Kaoru Kaizuka, Fuyuo Kawaguchi, Narrator"
Bouken Ou Beet,76,Sorprendente de principio a fin; superó mis expectativas (76.0).,"Action, Adventure, Fantasy, Horror, Mecha, Sci-Fi",12.75,"Namiko, Ayumi Kubota, Shouta no Haha, Miki Sakashita, Eiichi Katakura, Sofu, Satsuki Katakura, Kokoro Tokunaga, Kazuhiro Tsuchiya, Miki no Chichi, Kippei Katakura, Yuzuyu Sakashita, Reiko Katakura, Mai Motoki, Etsuko, Kana, Nattsu, Kokoro no Haha, Misako Katakura, Yuzuyu no Papa, Shin Tabata, Marika, Ken, Enchou-sensei, Itsumi"
Kidou Senshi Gundam F91,53,Muy recomendado: ritmo sólido y personajes entrañables (53.0).,"Action, Drama, Mystery, Sci-Fi",11.64,"Masataka Takayanagi, Mitsuomi Takayanagi, Masahiro Sanada, Bob Makihara, Souichirou Nagi, Maya Natsume, Aya Natsume, Chiaki Kounoike, Dan Inosato, Bunshichi Tawara, Ishimatsu, Kagesada Sugano, Makiko Nagi, Shin Natsume, Emi Isuzu, Tsutomu Ryuuzaki, Shinobu Kagurazaka, Mana Kuzunoha, Dougen Takayanagi, Wu-Tan, Shiro Tagami, Kaima Natsume, Chiein Fuu, Yoshiki Satou, Furio Suko"
Shin Kidou Senki Gundam Wing: Endless Waltz,80,Historia atrapante y bien ejecutada. Repetiría sin dudar (80.0).,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",12.83,"Balmung, Crim, Morganna Mode Gone, BT, Subaru, Aura, Bear, Mimiru, Tsukasa, Helba, Harald Hoerwick, Sora, Kaochin, Silver Knight, Macha, A-20"
Samurai Champloo,65,Muy recomendado: ritmo sólido y personajes entrañables (65.0).,"Drama, Mecha, Sci-Fi",26.63,"Celica Yayoi, Accela Warrick, Rose Anderson, Roy Revant, Miranda Maverick, Silvia Ban, Mie, Integra Martel, Will, Kasha Maverick, John Kimberlin, Ashley Lynx, Solty Revant, Yuto K. Steel, Chuu Hou, Larry Anderson, Andy Anderson"
Shin Seiki Evangelion,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance",18.11,"Sugino, Yuri, Raikou Minamoto, Youko, Haruka, Suzu Edogawa, Rosalie, Moo-chan, Reiko, Kantarou Ichinomiya, Ibaragi Doji, Miyabi Suzakuin, Ayame Minamoto"
Basilisk: Kouga Ninpouchou,71,Sorprendente de principio a fin; superó mis expectativas (71.0).,"Action, Drama, Sports",27.32,"Mutsumi Otohime, Akiko Taichi, Naru Narusegawa, Keitarou Urashima, Motoko Aoyama, Yashuhara Maehara, Mitsune Konno, Kaolla Suu, Shinobu Maehara, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Kentarou Sakata, Masayuki Haitani, Haruka Urashima, Kikuko Onoue, Mei Narusegawa, Seta Noriyasu, Sachiyo Matsumoto, Tamago Onsen, Emi Ichikawa"
Shin Angel,65,Muy recomendado: ritmo sólido y personajes entrañables (65.0).,"Drama, Mecha, Sci-Fi",50.09,"Spike Spiegel, Ein, Faye Valentine, Lee Samson, Judy, Jet Black, Vincent Volaju, Edward Wong Hau Pepelu Tivrusky IV, Captain, Bull, Electra Ovilo, Punch, Bob, Rasheed, Renji, Harris, Lylie Kisha, Old Lady, Steve, Cashier, Kottouhinya Tenshu, Colonel, Jobim, Antonio, Carlos"
Kita e.: Diamond Dust Drops,76,Gran equilibrio entre acción y desarrollo de personajes (76.0).,"Comedy, Romance, Supernatural",50.84,"Celica Yayoi, Accela Warrick, Rose Anderson, Roy Revant, Miranda Maverick, Silvia Ban, Mie, Integra Martel, Will, Kasha Maverick, John Kimberlin, Ashley Lynx, Solty Revant, Yuto K. Steel, Chuu Hou, Larry Anderson, Andy Anderson"
X,75,Sorprendente de principio a fin; superó mis expectativas (75.0).,"Adventure, Drama, Mecha, Sci-Fi",26.0,"Lucci Rob, Tajio, Koala, Hatchan, Enel, Hancock Boa, Sabo, Dragon, Calgara, Salcho Achino, Daddy Masterson, Ace Portgas, Shiryuu, Kuzan, Nezumi, Reik, Whetton, Tiger Fisher, Klabautermann, Cindry Victoria, Sarquiss, Chimney, Sandersonia Boa, Dr. Kobato, Usopp"
Shin Shirayuki-hime Densetsu Pretear,86,Sorprendente de principio a fin; superó mis expectativas (86.0).,"Action, Adventure, Sci-Fi",1.14,"Tsubasa Shiina, Miyuki Sakurai, Kou Kazamatsuri, Shigeki Satou, Katsurou Shibusawa, Yuki Kojima, Akira Saionji, Daichi Fuwa, Tatsuya Mizuno, Seiji Fujishiro, Teppei Koiwa, Soujuu Matsushita, Takashi Narumi, Shigeru Mamiya, Yuuto Wakana, Taki Sugihara, Naoki Inoue, Ryouichi Tenjou, Souichirou Kirihara, Shou Kazamatsuri, Kazuma Sanada, Eishi Kaku, Masato Takai, Masaki Kurogawa, Tougo Amemiya"
Onegai☆Teacher,74,Excelente experiencia; animación y banda sonora destacadas (74.0).,"Drama, Mecha, Sci-Fi",12.23,"Ayu Tateishi, Kaji Tetsushi, Hiroki Tsujiai, Nina Sakura"
Kidou Shin Seiki Gundam X,68,Muy recomendado: ritmo sólido y personajes entrañables (68.0).,"Action, Adventure, Drama, Mecha, Sci-Fi",27.11,"Yuko Miyabe, Shall, Darl, Princess Alila, Reka, Mani, Eri Natsuno"
Love Hina Again,53,Sorprendente de principio a fin; superó mis expectativas (53.0).,"Adventure, Comedy, Fantasy",23.55,"Sayoko Mishima, Skuld, Senbei, Lind, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Urd, Keiichi Morisato, Otaki Aoyama, Megumi Morisato, Ex, Toraichi Tamiya, Koshian, Chrono, Marller, Ere"
Shin Kidou Senki Gundam Wing,70,Sorprendente de principio a fin; superó mis expectativas (70.0).,"Comedy, Drama, Hentai, Romance",13.46,"Tsubasa Shiina, Miyuki Sakurai, Kou Kazamatsuri, Shigeki Satou, Katsurou Shibusawa, Yuki Kojima, Akira Saionji, Daichi Fuwa, Tatsuya Mizuno, Seiji Fujishiro, Teppei Koiwa, Soujuu Matsushita, Takashi Narumi, Shigeru Mamiya, Yuuto Wakana, Taki Sugihara, Naoki Inoue, Ryouichi Tenjou, Souichirou Kirihara, Shou Kazamatsuri, Kazuma Sanada, Eishi Kaku, Masato Takai, Masaki Kurogawa, Tougo Amemiya"
Vandread,74,Historia atrapante y bien ejecutada. Repetiría sin dudar (74.0).,"Action, Sci-Fi",1.11,"Mutsumi Otohime, Akiko Taichi, Naru Narusegawa, Keitarou Urashima, Motoko Aoyama, Yashuhara Maehara, Mitsune Konno, Kaolla Suu, Shinobu Maehara, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Kentarou Sakata, Masayuki Haitani, Haruka Urashima, Kikuko Onoue, Mei Narusegawa, Seta Noriyasu, Sachiyo Matsumoto, Tamago Onsen, Emi Ichikawa"
Akazukin Chacha,80,Sorprendente de principio a fin; superó mis expectativas (80.0).,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",49.16,"Hiromu Shinbo, Hideki Motosuwa, Hiroyasu Ueda, Takako Shimizu, Minoru Kokubunji, Chii, Atashi, Freya, Anata, Yoshiyuki Kojima, Kotoko, Yumi Oomura, Yuzuki, Chitose Hibiya, Zima, Yumi, Dita, Sumomo"
Power Stone,64,Muy recomendado: ritmo sólido y personajes entrañables (64.0).,"Action, Comedy, Drama, Supernatural",12.41,"Hikari Hoshino, Akari, Kuon, Mari Nishino, Kimi Ninomiya, Daijirou Matsumura, Jennifer Portman, Takeru Takemoto, Ryou Ninomiya, Shinichi Asakura, Amika Kurebayashi, Ioneos, Sakurako Urushima"
Appleseed (Movie),71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Comedy, Drama, Romance, Slice of Life",24.68,"Reo Mouri, Hotaru Imai, Narumi Anjo, Persona, Nonoko Ogasawara, Youichi Hijiri, Sumire Shouda, Noda, Misaki, Natsume Hyuuga, Mikan Sakura, Kaname Sonou, Misaki Harada, Mr. Bear, Shuuichi Sakurano, Kokoro Yome, Jinno, Subaru Imai, Yuu Tobita, Anna Umenomiya, Wakako Usami, Ruka Nogi, Tsubasa Andou, Kitsuneme, Yura Otonashi"
BOYS BE ...,58,Muy recomendado: ritmo sólido y personajes entrañables (58.0).,"Drama, Mecha, Sci-Fi",48.54,"Tabool, Hamdo, Shuuzou Matsutani, Lala-Ru, Soon, Nabuca, Abelia, Sis, Sara Ringwalt, Boo, Elamba, Kazam, Oda, Isha"
SHUFFLE!,72,Sorprendente de principio a fin; superó mis expectativas (72.0).,"Adventure, Comedy, Fantasy",26.0,"Keisuke Takahashi, Natsuki Mogi, Kouichirou Iketani, Takumi Fujiwara, Shingo Shouji, Kenji, Ryousuke Takahashi, Kenta Nakamura, Yuuichi Tachibana, Kyouichi Sudou, Takeshi Nakazato, Wataru Akiyama, Bunta Fujiwara, Itsuki Takeuchi, Papa, Seiji Iwaki, Kazumi Akiyama, Narrator, Masashi Suzuki, Tsukamoto, Hiroshi Fumihiro"
Bakuretsu Tenshi,69,Gran equilibrio entre acción y desarrollo de personajes (69.0).,"Adventure, Fantasy, Mystery, Sci-Fi",7.08,"Gon Freecss, Silva Zoldyck, Hisoka Morow, Kite, Gozu, Izunavi, Basho, Majitani, Ging Freecss, Johness, Senritsu, Canary, Menchi, Mito Freecss, Kortopi, Ponzu, Anita, Zushi, Wing, Killua Zoldyck, Bodoro, Bourbon, Kiriko, Umori, Uvogin"
Shaman King,68,Sorprendente de principio a fin; superó mis expectativas (68.0).,"Comedy, Slice of Life",48.33,"Shoutarou Kaneda, Kei, Kaori, Kai, Tetsuo Shima, Shikishima Taisa, Yamagata, Kiyoko, Takashi, Masaru, Nezu, Miyako, Ryuusaku, Akira, Resistance Member"
Tenshi na Konamaiki,70,Historia atrapante y bien ejecutada. Repetiría sin dudar (70.0).,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance",26.56,"Astral, King Fabris, Sharon, Mew, Nina, Delta, Hide, Maria, Stallion, Rita, Kaiser, Wortoshika, Karta, Ariadne, Menza, Tessio, Silvanna"
X (TV),81,Muy recomendado: ritmo sólido y personajes entrañables (81.0).,"Action, Drama, Fantasy, Mystery, Romance",25.75,"Masamichi Fujisawa, Qawoor Towles, Katsuhiko Jinnai, Rune Venus, Diva, Alielle Relrye, Fatora Venus, Miz Mishtal, Makoto Mizuhara, Nanami Jinnai, Shayla Shayla, Afura Mann, Dall Narciss III, Arjah, Parnasse Ralielle, Gilda, Ifurita, Uura"
Scryed,66,Muy recomendado: ritmo sólido y personajes entrañables (66.0).,"Action, Adventure, Fantasy, Horror, Mecha, Sci-Fi",3.41,"Rumina Asagi, Ginosuke Isuzu, Shielle Messiah, Reiyon, Tail Ashford, Chelsea Rorec, Ruri Sarasa"
MONSTER,60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Drama, Romance, Slice of Life, Supernatural",5.12,"Griffith, Judeau, Gambino, Guts, Slan, Erica, Zodd, Rickert, General Boscogne, Bazuso, Charlotte Beatrix Marie Rhody Windam, Corkus, Void, Pippin, Casca, Godot, Adon Coborlwitz, Ubik, Midland no Ou, Conrad, Gaston, Foss, Midland no Ouhi, Julius, Lord Gennon"
TEXHNOLYZE,68,Gran equilibrio entre acción y desarrollo de personajes (68.0).,"Action, Adventure, Comedy, Drama, Romance",25.72,"Yuko Miyabe, Shall, Darl, Princess Alila, Reka, Mani, Eri Natsuno"
Mai-Otome,80,Muy recomendado: ritmo sólido y personajes entrañables (80.0).,"Action, Adventure, Horror, Psychological, Sci-Fi, Supernatural",12.75,"Kouya Sakagami, Soubi Agatsuma, Ginka, Hitomi Shinonome, Ritsuka Aoyagi, Kinka, Ai Myoushin, Nana Saotome, Yayoi Shioiri, Seimei Aoyagi, Yuiko Hawatari, Nagisa Sagan, Ritsu Minami, Natsuo Sagan, Midori Arai, Youji Sagan, Yamato Nakano, Kio Kaidou, Katsuko Sensei, Misaki Aoyagi"
Shinpi no Sekai El Hazard 2,74,Sorprendente de principio a fin; superó mis expectativas (74.0).,"Action, Drama, Mystery, Supernatural",24.4,"Touya Kinomoto, Ashura-ou, Fai D. Flourite, Ryuu-ou, Arashi Kishu, Sumomo, Chii, Kimihiro Watanuki, Syaoran, Syaoran Li, Sakura, Tomoyo, Yuuko Ichihara, Chun Hyang, Keefer, Caldina, Kotoko, Fei Wong Reed, Oruha, Charme, Xing Huo, Kusanagi Shiyu, Kyle Rondart, Primera, Debonair"
Shin Seiki Evangelion Movie: Shi to Shinsei,64,Excelente experiencia; animación y banda sonora destacadas (64.0).,"Adventure, Comedy, Mahou Shoujo, Sci-Fi",25.38,"Sayoko Mishima, Skuld, Senbei, Lind, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Urd, Keiichi Morisato, Otaki Aoyama, Megumi Morisato, Ex, Toraichi Tamiya, Koshian, Chrono, Marller, Ere"
